timestamp,lat,lon,speed,accelX,accelY,accelZ
1779294152494,53.2688,-1.26192,0.094452,-0.088572,0.05612,0.987224
1779294152594,53.2688,-1.26192,0.118528,-0.084668,0.0549,0.986004
1779294152694,53.2688,-1.26192,0.070376,-0.08784,0.056852,0.99064
1779294152794,53.2688,-1.26192,0.16668,-0.088572,0.05124,0.993324
1779294152894,53.2688,-1.26192,0.16668,-0.088816,0.056608,0.98942
1779294152994,53.2688,-1.26192,0.068524,-0.088084,0.055144,0.991616
1779294153094,53.2688,-1.26192,0.068524,-0.087352,0.055144,0.989908
1779294153194,53.2688,-1.26192,0.024076,-0.088572,0.0549,0.98698
1779294153294,53.2688,-1.26192,0.024076,-0.088816,0.05612,0.986492
1779294153394,53.2688,-1.26192,0.059264,-0.088084,0.056364,0.987468
1779294153495,53.2688,-1.26192,0.05556,-0.087596,0.054412,0.987468
1779294153595,53.2688,-1.26192,0.081488,-0.087108,0.058316,0.986004
1779294153695,53.2688,-1.26192,0.042596,-0.091988,0.057096,0.992836
1779294153795,53.2688,-1.26192,0.042596,-0.086132,0.056608,0.985028
1779294153895,53.2688,-1.26192,0.22224,-0.088816,0.055144,0.98942
1779294153995,53.2688,-1.26192,0.22224,-0.086132,0.055876,0.987712
1779294154095,53.2688,-1.26192,0.05556,-0.087108,0.053924,0.988444
1779294154195,53.2688,-1.26192,0.094452,-0.088572,0.056364,0.99064
1779294154295,53.2688,-1.26192,0.087044,-0.087352,0.0549,0.989908
1779294154395,53.2688,-1.26192,0.087044,-0.08662,0.055144,0.987224
1779294154495,53.2688,-1.26192,0.103712,-0.088328,0.05612,0.98576
1779294154595,53.2688,-1.26192,0.103712,-0.088084,0.055144,0.985272
1779294154695,53.2688,-1.26192,0.040744,-0.087596,0.055388,0.986004
1779294154795,53.2688,-1.26192,0.044448,-0.088572,0.054656,0.986492
1779294154895,53.2688,-1.26192,0.03704,-0.087352,0.054168,0.986004
1779294154996,53.2688,-1.26192,0.10186,-0.088084,0.056608,0.984052
1779294155096,53.2688,-1.26192,0.159272,-0.087352,0.056364,0.985516
1779294155196,53.2688,-1.26192,0.098156,-0.088328,0.055144,0.986004
1779294155296,53.2688,-1.26192,0.10186,-0.088084,0.054656,0.985272
1779294155396,53.2688,-1.26192,0.042596,-0.088328,0.053192,0.985272
1779294155496,53.2688,-1.26192,0.042596,-0.087596,0.054656,0.986492
1779294155596,53.2688,-1.26192,0.144456,-0.087352,0.0549,0.986736
1779294155696,53.2688,-1.26192,0.144456,-0.087108,0.055632,0.987224
1779294155796,53.2688,-1.26192,0.237056,-0.088816,0.05612,0.98698
1779294155896,53.2688,-1.26192,0.075932,-0.088328,0.0549,0.986248
1779294155996,53.2688,-1.26192,0.127788,-0.08784,0.056364,0.987468
1779294156096,53.2688,-1.26192,0.127788,-0.088328,0.05612,0.987224
1779294156196,53.2688,-1.26192,0.0926,-0.088084,0.057096,0.988444
1779294156296,53.2688,-1.26192,0.1389,-0.088328,0.053924,0.98698
1779294156396,53.2688,-1.26192,0.1389,-0.088084,0.05612,0.987712
1779294156496,53.2688,-1.26192,0.00926,-0.088328,0.055388,0.987712
1779294156597,53.2688,-1.26192,0.025928,-0.088084,0.054168,0.987956
1779294156697,53.2688,-1.26192,0.118528,-0.088816,0.055876,0.986492
1779294156797,53.2688,-1.26192,0.114824,-0.087352,0.05368,0.986492
1779294156897,53.2688,-1.26192,0.059264,-0.088816,0.055388,0.985516
1779294156997,53.2688,-1.26192,0.042596,-0.08906,0.056608,0.984784
1779294157097,53.2688,-1.26192,0.042596,-0.087596,0.055876,0.98698
1779294157197,53.2688,-1.26192,0.107416,-0.086864,0.055632,0.986492
1779294157297,53.2688,-1.26192,0.0926,-0.088572,0.056852,0.983808
